skip_distance,o_foF2,time_start,time_end
0.0,10.400000000000002,2017-08-21 18:00:00.032867,2017-08-21 18:00:00.032867
699.7,10.460000000000003,2017-08-21 18:01:00.031689,2017-08-21 18:01:00.031689
708.9,10.49,2017-08-21 18:02:00.049021,2017-08-21 18:02:00.049021
122.7,10.520000000000001,2017-08-21 18:03:00.052607,2017-08-21 18:03:00.052607
766.4,10.520000000000001,2017-08-21 18:04:00.050157,2017-08-21 18:04:00.050157
899.9,10.520000000000001,2017-08-21 18:05:00.066488,2017-08-21 18:05:00.066488
918.2,10.520000000000001,2017-08-21 18:06:00.012102,2017-08-21 18:06:00.012102
1212.4,10.490000000000002,2017-08-21 18:07:00.045870,2017-08-21 18:07:00.045870
868.7,10.52,2017-08-21 18:08:00.044401,2017-08-21 18:08:00.044401
991.1,10.490000000000002,2017-08-21 18:09:00.030389,2017-08-21 18:09:00.030389
910.7,10.520000000000001,2017-08-21 18:10:00.045660,2017-08-21 18:10:00.045660
895.9,10.460000000000003,2017-08-21 18:11:00.066960,2017-08-21 18:11:00.066960
367.9,10.46,2017-08-21 18:12:00.061942,2017-08-21 18:12:00.061942
860.0,10.520000000000001,2017-08-21 18:13:00.064972,2017-08-21 18:13:00.064972
931.6,10.460000000000003,2017-08-21 18:14:00.063681,2017-08-21 18:14:00.063681
838.8,10.460000000000003,2017-08-21 18:15:00.031700,2017-08-21 18:15:00.031700
797.3,10.49,2017-08-21 18:16:00.053378,2017-08-21 18:16:00.053378
879.1,10.430000000000001,2017-08-21 18:17:00.015247,2017-08-21 18:17:00.015247
858.0,10.520000000000001,2017-08-21 18:18:00.028713,2017-08-21 18:18:00.028713
772.8,10.520000000000001,2017-08-21 18:19:00.043879,2017-08-21 18:19:00.043879
777.6,10.520000000000001,2017-08-21 18:20:00.026178,2017-08-21 18:20:00.026178
725.3,10.520000000000001,2017-08-21 18:21:00.062283,2017-08-21 18:21:00.062283
731.1,10.430000000000001,2017-08-21 18:22:00.061984,2017-08-21 18:22:00.061984
812.5,10.430000000000001,2017-08-21 18:23:00.056559,2017-08-21 18:23:00.056559
841.5,10.490000000000002,2017-08-21 18:24:00.103839,2017-08-21 18:24:00.103839
714.4,10.520000000000001,2017-08-21 18:25:00.012808,2017-08-21 18:25:00.012808
797.9,10.520000000000001,2017-08-21 18:26:00.045322,2017-08-21 18:26:00.045322
816.9,10.430000000000001,2017-08-21 18:27:00.020703,2017-08-21 18:27:00.020703
775.8,10.500000000000002,2017-08-21 18:28:00.045080,2017-08-21 18:28:00.045080
757.6,10.55,2017-08-21 18:29:00.046270,2017-08-21 18:29:00.046270
672.9,10.55,2017-08-21 18:30:00.030971,2017-08-21 18:30:00.030971
769.3,10.460000000000003,2017-08-21 18:31:00.026863,2017-08-21 18:31:00.026863
779.6,10.55,2017-08-21 18:32:00.072750,2017-08-21 18:32:00.072750
793.7,10.55,2017-08-21 18:33:00.010995,2017-08-21 18:33:00.010995
756.5,10.520000000000001,2017-08-21 18:34:00.010241,2017-08-21 18:34:00.010241
807.2,10.67,2017-08-21 18:35:00.055621,2017-08-21 18:35:00.055621
751.1,10.610000000000001,2017-08-21 18:36:00.065142,2017-08-21 18:36:00.065142
1077.0,10.580000000000002,2017-08-21 18:37:00.043269,2017-08-21 18:37:00.043269
793.6,10.490000000000002,2017-08-21 18:38:00.025348,2017-08-21 18:38:00.025348
730.1,10.55,2017-08-21 18:39:00.051944,2017-08-21 18:39:00.051944
705.0,10.610000000000001,2017-08-21 18:40:00.048719,2017-08-21 18:40:00.048719
729.8,10.490000000000002,2017-08-21 18:41:00.057996,2017-08-21 18:41:00.057996
764.8,10.520000000000001,2017-08-21 18:42:00.014874,2017-08-21 18:42:00.014874
670.0,10.520000000000001,2017-08-21 18:43:00.071228,2017-08-21 18:43:00.071228
541.7,10.520000000000001,2017-08-21 18:44:00.051096,2017-08-21 18:44:00.051096
666.4,10.520000000000001,2017-08-21 18:45:00.060215,2017-08-21 18:45:00.060215
659.9,10.520000000000001,2017-08-21 18:46:00.054505,2017-08-21 18:46:00.054505
723.2,10.460000000000003,2017-08-21 18:47:00.049558,2017-08-21 18:47:00.049558
1075.9,10.460000000000003,2017-08-21 18:48:00.048195,2017-08-21 18:48:00.048195
1071.7,10.430000000000001,2017-08-21 18:49:00.058264,2017-08-21 18:49:00.058264
677.9,10.490000000000002,2017-08-21 18:50:00.025560,2017-08-21 18:50:00.025560
695.2,10.490000000000002,2017-08-21 18:51:00.023270,2017-08-21 18:51:00.023270
725.6,10.55,2017-08-21 18:52:00.040249,2017-08-21 18:52:00.040249
686.4,10.49,2017-08-21 18:53:00.044239,2017-08-21 18:53:00.044239
742.6,10.490000000000002,2017-08-21 18:54:00.060591,2017-08-21 18:54:00.060591
655.4,10.460000000000003,2017-08-21 18:55:00.059670,2017-08-21 18:55:00.059670
559.4,10.610000000000001,2017-08-21 18:56:00.055008,2017-08-21 18:56:00.055008
688.1,10.610000000000001,2017-08-21 18:57:00.039800,2017-08-21 18:57:00.039800
655.8,10.520000000000001,2017-08-21 18:58:00.052848,2017-08-21 18:58:00.052848
